Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng
United States of America,Edina,52,Moderate,1,Good,32,Good,1,Good,52,Moderate,44.8914,-93.3602
Colombia,El Bagre,64,Moderate,1,Good,24,Good,0,Good,64,Moderate,7.5942,-74.8119
United States of America,Eldersburg,50,Good,1,Good,50,Good,1,Good,38,Good,39.4041,-76.9528
United Kingdom of Great Britain and Northern Ireland,Elgin,36,Good,1,Good,36,Good,0,Good,33,Good,42.0383,-88.324
United Kingdom of Great Britain and Northern Ireland,Elgin,36,Good,1,Good,36,Good,0,Good,33,Good,30.3526,-97.3883
United States of America,Estelle,34,Good,0,Good,27,Good,1,Good,34,Good,29.8447,-90.1021
United States of America,Eustis,72,Moderate,1,Good,72,Moderate,1,Good,23,Good,28.8563,-81.6771
Canada,Fort Erie,47,Good,1,Good,31,Good,1,Good,47,Good,42.9167,-79.0167
United States of America,Fort Smith,58,Moderate,1,Good,55,Moderate,0,Good,58,Moderate,35.3495,-94.3695
United States of America,Franconia,50,Good,1,Good,50,Good,1,Good,38,Good,38.7682,-77.1587
United States of America,Franconia,50,Good,1,Good,50,Good,1,Good,38,Good,40.3055,-75.359
United States of America,Garland,69,Moderate,2,Good,31,Good,5,Good,69,Moderate,32.91,-96.6304
Argentina,General Pico,15,Good,0,Good,15,Good,0,Good,14,Good,-35.6667,-63.7333
Brazil,Maragogi,23,Good,0,Good,23,Good,0,Good,14,Good,-9.0122,-35.2225
Brazil,Marechal Deodoro,24,Good,0,Good,24,Good,0,Good,15,Good,-9.71,-35.895
Brazil,Colorado,35,Good,1,Good,19,Good,0,Good,35,Good,-22.8378,-51.9728
Cuba,Contramaestre,87,Moderate,1,Good,38,Good,0,Good,87,Moderate,20.3,-76.2506
United States of America,Dubuque,41,Good,1,Good,38,Good,2,Good,41,Good,42.5002,-90.707
United States of America,Duxbury,52,Moderate,1,Good,26,Good,10,Good,52,Moderate,42.0465,-70.7139
United States of America,East Lansing,35,Good,1,Good,31,Good,4,Good,35,Good,42.748,-84.4836
Mexico,Ecatepec,189,Unhealthy,5,Good,4,Good,21,Good,189,Unhealthy,19.6097,-99.06
United States of America,Dearborn Heights,34,Good,1,Good,34,Good,5,Good,34,Good,42.3164,-83.2769
United States of America,Doctor Phillips,68,Moderate,2,Good,6,Good,18,Good,68,Moderate,28.4474,-81.4914
Cuba,Esperanza,55,Moderate,1,Good,18,Good,3,Good,55,Moderate,27.58,-109.9298
Cuba,Esperanza,55,Moderate,1,Good,18,Good,3,Good,55,Moderate,19.58,-70.99
Cuba,Esperanza,55,Moderate,1,Good,18,Good,3,Good,55,Moderate,-31.4167,-60.9333
Cuba,Esperanza,55,Moderate,1,Good,18,Good,3,Good,55,Moderate,22.4472,-80.0966
Brazil,Fonte Boa,19,Good,1,Good,3,Good,0,Good,19,Good,-2.5139,-66.0917
United States of America,Forest Lake,48,Good,1,Good,40,Good,2,Good,48,Good,45.2536,-92.9582
United States of America,Kingsport,37,Good,2,Good,37,Good,5,Good,28,Good,36.5224,-82.5454
United States of America,La Verne,150,Unhealthy,4,Good,15,Good,23,Good,150,Unhealthy,34.1207,-117.7703
United States of America,Lauderdale Lakes,30,Good,1,Good,30,Good,2,Good,28,Good,26.1682,-80.2017
Canada,Leduc,46,Good,1,Good,24,Good,4,Good,46,Good,53.2594,-113.5492
Costa Rica,Liberia,28,Good,1,Good,27,Good,0,Good,28,Good,10.6333,-85.4333
United States of America,Sherrelwood,42,Good,1,Good,32,Good,4,Good,42,Good,39.839,-105.0014
Brazil,Silva Jardim,30,Good,0,Good,26,Good,0,Good,30,Good,-22.6508,-42.3919
Argentina,Rosario,57,Moderate,1,Good,23,Good,2,Good,57,Moderate,-32.9575,-60.6394
Argentina,Rosario,57,Moderate,1,Good,23,Good,2,Good,57,Moderate,-34.3139,-57.3525
Philippines,San Luis,144,Unhealthy for Sensitive Groups,2,Good,26,Good,8,Good,144,Unhealthy for Sensitive Groups,-33.3,-66.3333
Philippines,San Luis,144,Unhealthy for Sensitive Groups,2,Good,26,Good,8,Good,144,Unhealthy for Sensitive Groups,16.2,-89.44
Philippines,San Luis,144,Unhealthy for Sensitive Groups,2,Good,26,Good,8,Good,144,Unhealthy for Sensitive Groups,20.1881,-75.8486
Philippines,San Luis,144,Unhealthy for Sensitive Groups,2,Good,26,Good,8,Good,144,Unhealthy for Sensitive Groups,18.55,-69.7
Philippines,San Luis,144,Unhealthy for Sensitive Groups,2,Good,26,Good,8,Good,144,Unhealthy for Sensitive Groups,32.4911,-114.7089
Philippines,San Luis,144,Unhealthy for Sensitive Groups,2,Good,26,Good,8,Good,144,Unhealthy for Sensitive Groups,22.2828,-83.7681
United States of America,San Marino,106,Unhealthy for Sensitive Groups,3,Good,22,Good,22,Good,106,Unhealthy for Sensitive Groups,34.1224,-118.1132
Costa Rica,Santa Cruz,53,Moderate,1,Good,30,Good,0,Good,53,Moderate,-17.7892,-63.1975
Costa Rica,Santa Cruz,53,Moderate,1,Good,30,Good,0,Good,53,Moderate,36.9789,-122.0346
Costa Rica,Santa Cruz,53,Moderate,1,Good,30,Good,0,Good,53,Moderate,10.2358,-85.6408
Costa Rica,Santa Cruz,53,Moderate,1,Good,30,Good,0,Good,53,Moderate,-6.2289,-36.0228
Costa Rica,Santa Cruz,53,Moderate,1,Good,30,Good,0,Good,53,Moderate,-34.6372,-71.3631
Costa Rica,Santa Cruz,53,Moderate,1,Good,30,Good,0,Good,53,Moderate,10.1819,-67.5025
Costa Rica,Santa Cruz,53,Moderate,1,Good,30,Good,0,Good,53,Moderate,-0.5333,-90.35
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,-33.4372,-70.6506
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,19.4572,-70.6889
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,8.1004,-80.9833
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,-29.1919,-54.8669
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,25.4333,-100.1333
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,9.8291,-84.3044
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,-14.1892,-75.7126
United States of America,Channelview,100,Unhealthy for Sensitive Groups,1,Good,19,Good,4,Good,100,Unhealthy for Sensitive Groups,29.7914,-95.1144
United States of America,Cherryland,45,Good,1,Good,30,Good,10,Good,45,Good,37.6792,-122.1038
Brazil,Chuy,16,Good,1,Good,7,Good,1,Good,16,Good,-33.6964,-53.46
United States of America,Clemmons,63,Moderate,2,Good,33,Good,11,Good,63,Moderate,36.0319,-80.3861
Mexico,Coacalco,180,Unhealthy,5,Good,5,Good,19,Good,180,Unhealthy,19.6333,-99.0931
Cuba,Colombia,50,Good,1,Good,19,Good,2,Good,50,Good,20.9906,-77.4158
United States of America,Crowley,132,Unhealthy for Sensitive Groups,1,Good,23,Good,2,Good,132,Unhealthy for Sensitive Groups,32.5781,-97.3585
United States of America,Crowley,132,Unhealthy for Sensitive Groups,1,Good,23,Good,2,Good,132,Unhealthy for Sensitive Groups,30.2175,-92.3752
United States of America,Cutlerville,37,Good,1,Good,31,Good,3,Good,37,Good,42.8403,-85.6734
United States of America,Seattle,36,Good,1,Good,31,Good,5,Good,36,Good,47.6211,-122.3244
United States of America,Sedalia,57,Moderate,1,Good,34,Good,2,Good,57,Moderate,38.7059,-93.234
United States of America,Seymour,84,Moderate,3,Good,6,Good,35,Good,84,Moderate,38.9476,-85.8911
United States of America,Seymour,84,Moderate,3,Good,6,Good,35,Good,84,Moderate,41.381,-73.0873
United States of America,Seymour,84,Moderate,3,Good,6,Good,35,Good,84,Moderate,35.8783,-83.7669
United States of America,Sharonville,71,Moderate,2,Good,26,Good,17,Good,71,Moderate,39.2825,-84.4071
United States of America,Shrewsbury,76,Moderate,3,Good,10,Good,18,Good,76,Moderate,42.2842,-71.7154
United States of America,Simi Valley,62,Moderate,2,Good,29,Good,14,Good,62,Moderate,34.2663,-118.749
United States of America,Simpsonville,61,Moderate,2,Good,45,Good,4,Good,61,Moderate,34.7287,-82.2569
United States of America,Socastee,40,Good,2,Good,40,Good,2,Good,35,Good,33.6871,-79.0086
Guatemala,Soloma,64,Moderate,2,Good,4,Good,6,Good,64,Moderate,15.7167,-91.45
United States of America,Stockton,34,Good,1,Good,28,Good,8,Good,34,Good,37.9765,-121.3109
Colombia,Suan,92,Moderate,2,Good,15,Good,6,Good,92,Moderate,10.3333,-74.8833
Colombia,San Onofre,56,Moderate,2,Good,10,Good,4,Good,56,Moderate,9.7333,-75.5333
Guatemala,San Pablo Jocopilas,100,Unhealthy for Sensitive Groups,3,Good,6,Good,13,Good,100,Unhealthy for Sensitive Groups,14.5833,-91.45
United States of America,Morristown,73,Moderate,2,Good,36,Good,8,Good,73,Moderate,40.7967,-74.4772
United States of America,Morristown,73,Moderate,2,Good,36,Good,8,Good,73,Moderate,36.2043,-83.3001
Brazil,Nepomuceno,55,Moderate,2,Good,2,Good,4,Good,55,Moderate,-21.2358,-45.2358
United States of America,Nicholasville,61,Moderate,1,Good,44,Good,4,Good,61,Moderate,37.8906,-84.5668
United States of America,Langley Park,43,Good,1,Good,39,Good,6,Good,43,Good,38.9897,-76.9808
United Kingdom of Great Britain and Northern Ireland,Leicester,33,Good,1,Good,16,Good,10,Good,33,Good,42.24,-71.912
United States of America,Millbrook,64,Moderate,1,Good,34,Good,2,Good,64,Moderate,32.5027,-86.3737
United States of America,Milwaukie,52,Moderate,2,Good,10,Good,14,Good,52,Moderate,45.4445,-122.6219
United States of America,Mission Bend,89,Moderate,1,Good,18,Good,4,Good,89,Moderate,29.6948,-95.6658
Brazil,Mandaguari,49,Good,1,Good,14,Good,1,Good,49,Good,-23.5478,-51.6708
Nicaragua,Masaya,61,Moderate,1,Good,17,Good,2,Good,61,Moderate,11.9764,-86.0875
Brazil,Mauriti,20,Good,0,Good,12,Good,1,Good,20,Good,-7.3889,-38.7739
Brazil,Medina,17,Good,0,Good,15,Good,0,Good,17,Good,41.1358,-81.8695
Brazil,Medina,17,Good,0,Good,15,Good,0,Good,17,Good,-16.2228,-41.4769
Brazil,Medina,17,Good,0,Good,15,Good,0,Good,17,Good,4.5092,-73.3494
Bolivia (Plurinational State of),Oruro,12,Good,0,Good,9,Good,0,Good,12,Good,-17.9667,-67.1167
Bolivia (Plurinational State of),Oruro,12,Good,0,Good,9,Good,0,Good,12,Good,-17.9799,-67.13
United States of America,Panthersville,64,Moderate,2,Good,32,Good,9,Good,64,Moderate,33.7059,-84.2763
Brazil,Passa Quatro,62,Moderate,2,Good,5,Good,4,Good,62,Moderate,-22.39,-44.9669
Dominican Republic,Pedernales,46,Good,1,Good,17,Good,2,Good,46,Good,18.0333,-71.75
Dominican Republic,Pedernales,46,Good,1,Good,17,Good,2,Good,46,Good,0.07,-80.055
Ecuador,Pelileo,42,Good,1,Good,1,Good,2,Good,42,Good,-1.3306,-78.5428
United States of America,Pewaukee,41,Good,1,Good,32,Good,6,Good,41,Good,43.0701,-88.2412
United States of America,Pullman,30,Good,1,Good,30,Good,1,Good,23,Good,46.7336,-117.168
Costa Rica,Quesada,71,Moderate,2,Good,0,Good,8,Good,71,Moderate,10.3441,-84.4199
Costa Rica,Quesada,71,Moderate,2,Good,0,Good,8,Good,71,Moderate,14.2723,-90.0373
United States of America,North Valley,59,Moderate,1,Good,27,Good,5,Good,59,Moderate,35.1736,-106.6231
United States of America,Raynham,65,Moderate,2,Good,19,Good,17,Good,65,Moderate,41.9312,-71.0437
Brazil,Reriutaba,50,Good,1,Good,7,Good,2,Good,50,Good,-4.1419,-40.5819
Paraguay,Mariano Roque Alonso,30,Good,0,Good,16,Good,0,Good,30,Good,-25.2122,-57.5331
United States of America,Maynard,44,Good,1,Good,40,Good,1,Good,44,Good,42.4264,-71.4561
Canada,Midland,36,Good,1,Good,21,Good,0,Good,36,Good,32.0243,-102.1147
Canada,Midland,36,Good,1,Good,21,Good,0,Good,36,Good,43.6241,-84.2319
Canada,Midland,36,Good,1,Good,21,Good,0,Good,36,Good,44.75,-79.8833
Canada,Midland,36,Good,1,Good,21,Good,0,Good,36,Good,47.1734,-122.412
United States of America,Minot,49,Good,1,Good,28,Good,1,Good,49,Good,48.2375,-101.278
Brazil,Moju,33,Good,0,Good,16,Good,0,Good,33,Good,-1.8839,-48.7689
Brazil,Monte Carmelo,25,Good,1,Good,23,Good,0,Good,25,Good,-18.725,-47.4989
Peru,Moyobamba,32,Good,1,Good,6,Good,0,Good,32,Good,-6.0333,-76.9667
United States of America,Murray,63,Moderate,1,Good,52,Moderate,1,Good,63,Moderate,40.6498,-111.8874
United States of America,Murray,63,Moderate,1,Good,52,Moderate,1,Good,63,Moderate,36.6146,-88.3207
United States of America,Nixa,65,Moderate,1,Good,43,Good,0,Good,65,Moderate,37.0453,-93.2959
United States of America,Noblesville,56,Moderate,1,Good,41,Good,1,Good,56,Moderate,40.0355,-86.0042
Mexico,Nuevo Laredo,47,Good,0,Good,25,Good,0,Good,47,Good,27.4861,-99.5069
United States of America,Ridgewood,52,Moderate,1,Good,45,Good,2,Good,52,Moderate,40.9821,-74.1127
Brazil,Rio Brilhante,38,Good,1,Good,13,Good,0,Good,38,Good,-21.8019,-54.5458
Panama,Puerto Armuelles,29,Good,1,Good,29,Good,0,Good,29,Good,8.2833,-82.8667
United States of America,Peabody,45,Good,1,Good,38,Good,1,Good,45,Good,42.5335,-70.9725
Brazil,Penedo,23,Good,0,Good,23,Good,0,Good,10,Good,-10.29,-36.5858
Argentina,Pergamino,33,Good,1,Good,23,Good,1,Good,33,Good,-33.8836,-60.5669
United States of America,Westminster,95,Moderate,3,Good,13,Good,25,Good,95,Moderate,39.8837,-105.0624
United States of America,Westminster,95,Moderate,3,Good,13,Good,25,Good,95,Moderate,33.7523,-117.9938
United States of America,Westminster,95,Moderate,3,Good,13,Good,25,Good,95,Moderate,39.5796,-77.0067
,Vila Velha,57,Moderate,1,Good,15,Good,2,Good,57,Moderate,3.2167,-51.2167
,Vila Velha,57,Moderate,1,Good,15,Good,2,Good,57,Moderate,-20.3364,-40.2936
Brazil,Volta Redonda,125,Unhealthy for Sensitive Groups,4,Good,2,Good,9,Good,125,Unhealthy for Sensitive Groups,-22.5228,-44.1039
United States of America,Wabash,62,Moderate,2,Good,22,Good,13,Good,62,Moderate,40.8034,-85.8301
United States of America,Hanover Park,60,Moderate,2,Good,27,Good,14,Good,60,Moderate,41.9818,-88.1446
United States of America,Goodyear,52,Moderate,1,Good,20,Good,9,Good,52,Moderate,33.2614,-112.3622
Brazil,Ituiutaba,25,Good,1,Good,10,Good,1,Good,25,Good,-18.9667,-49.4667
United States of America,Lake Wales,48,Good,1,Good,17,Good,11,Good,48,Good,27.9195,-81.5961
Brazil,Leme,67,Moderate,2,Good,9,Good,5,Good,67,Moderate,-22.1861,-47.3906
United States of America,Lilburn,60,Moderate,2,Good,34,Good,7,Good,60,Moderate,33.8897,-84.1364
United States of America,Little Elm,59,Moderate,1,Good,20,Good,6,Good,59,Moderate,33.1858,-96.9295
United Kingdom of Great Britain and Northern Ireland,London,40,Good,1,Good,11,Good,11,Good,40,Good,42.9836,-81.2497
United Kingdom of Great Britain and Northern Ireland,London,40,Good,1,Good,11,Good,11,Good,40,Good,39.8935,-83.4375
Brazil,Mantena,29,Good,1,Good,8,Good,2,Good,29,Good,-18.7819,-40.98
United States of America,La Quinta,58,Moderate,1,Good,37,Good,3,Good,58,Moderate,33.6536,-116.2785
Colombia,La Tebaida,93,Moderate,2,Good,0,Good,7,Good,93,Moderate,4.45,-75.8
Brazil,Lagarto,26,Good,0,Good,15,Good,1,Good,26,Good,-10.9169,-37.65
Brazil,Lagoa Vermelha,15,Good,0,Good,15,Good,0,Good,12,Good,-28.2089,-51.5258
United States of America,Hammond,61,Moderate,1,Good,18,Good,6,Good,61,Moderate,41.6168,-87.4909
United States of America,Hammond,61,Moderate,1,Good,18,Good,6,Good,61,Moderate,30.5061,-90.4563
United States of America,Hamtramck,150,Unhealthy,4,Good,9,Good,25,Good,150,Unhealthy,42.3954,-83.0559
United States of America,Helena,23,Good,1,Good,16,Good,3,Good,23,Good,46.5965,-112.0202
United States of America,Helena,23,Good,1,Good,16,Good,3,Good,23,Good,33.2837,-86.8791
United States of America,Huntington,63,Moderate,1,Good,23,Good,16,Good,63,Moderate,40.8521,-73.3823
United States of America,Huntington,63,Moderate,1,Good,23,Good,16,Good,63,Moderate,38.4109,-82.4345
United States of America,Huntington,63,Moderate,1,Good,23,Good,16,Good,63,Moderate,38.7916,-77.074
United States of America,Huntington,63,Moderate,1,Good,23,Good,16,Good,63,Moderate,40.881,-85.5063
Brazil,Ibotirama,19,Good,0,Good,11,Good,1,Good,19,Good,-12.185,-43.2208
,Ilhabela,65,Moderate,2,Good,10,Good,7,Good,65,Moderate,-23.7778,-45.3578
Canada,Kenora,54,Moderate,1,Good,34,Good,0,Good,54,Moderate,49.7667,-94.4833
Canada,Kentville,57,Moderate,1,Good,50,Good,0,Good,57,Moderate,45.0775,-64.4958
United States of America,Albertville,69,Moderate,2,Good,35,Good,4,Good,69,Moderate,34.2633,-86.2108
Mexico,Aldama,94,Moderate,1,Good,18,Good,1,Good,94,Moderate,28.8386,-105.9111
Mexico,Aldama,94,Moderate,1,Good,18,Good,1,Good,94,Moderate,22.9194,-98.0736
Canada,Ingersoll,34,Good,1,Good,31,Good,3,Good,34,Good,43.0392,-80.8836
United Kingdom of Great Britain and Northern Ireland,Ipswich,31,Good,0,Good,31,Good,2,Good,12,Good,42.6857,-70.8399
Guatemala,Jocotenango,126,Unhealthy for Sensitive Groups,3,Good,2,Good,11,Good,126,Unhealthy for Sensitive Groups,14.5868,-90.7444
United States of America,Greenfield,50,Good,1,Good,29,Good,9,Good,50,Good,36.3242,-121.2428
United States of America,Greenfield,50,Good,1,Good,29,Good,9,Good,50,Good,42.9619,-88.0052
United States of America,Greenfield,50,Good,1,Good,29,Good,9,Good,50,Good,39.7937,-85.7738
Brazil,Guararema,159,Unhealthy,6,Good,1,Good,16,Good,159,Unhealthy,-23.415,-46.035
United States of America,Guttenberg,116,Unhealthy for Sensitive Groups,3,Good,11,Good,31,Good,116,Unhealthy for Sensitive Groups,40.7928,-74.0049
United States of America,Hawaiian Gardens,97,Moderate,3,Good,6,Good,34,Good,97,Moderate,33.8304,-118.0728
United States of America,Henderson,52,Moderate,1,Good,35,Good,6,Good,52,Moderate,36.0133,-115.0381
United States of America,Henderson,52,Moderate,1,Good,35,Good,6,Good,52,Moderate,37.8397,-87.5798
United States of America,Henderson,52,Moderate,1,Good,35,Good,6,Good,52,Moderate,36.3256,-78.4151
United States of America,Henderson,52,Moderate,1,Good,35,Good,6,Good,52,Moderate,32.1576,-94.796
United States of America,Henderson,52,Moderate,1,Good,35,Good,6,Good,52,Moderate,-36.2833,-61.7167
Uruguay,Fray Bentos,38,Good,1,Good,14,Good,1,Good,38,Good,-33.1333,-58.3
United States of America,Holladay,48,Good,1,Good,15,Good,11,Good,48,Good,40.66,-111.8226
United States of America,Hope Mills,55,Moderate,2,Good,35,Good,5,Good,55,Moderate,34.971,-78.9597
United States of America,Hopkinsville,66,Moderate,2,Good,43,Good,6,Good,66,Moderate,36.8381,-87.4775
Sri Lanka,Colombo,56,Moderate,0,Good,27,Good,0,Good,56,Moderate,-25.2919,-49.2239
United States of America,Compton,117,Unhealthy for Sensitive Groups,4,Good,8,Good,35,Good,117,Unhealthy for Sensitive Groups,33.893,-118.2274
Brazil,Correia Pinto,18,Good,0,Good,18,Good,0,Good,14,Good,-27.585,-50.3608
United Kingdom of Great Britain and Northern Ireland,Coventry,30,Good,0,Good,30,Good,1,Good,25,Good,41.6934,-71.6611
United Kingdom of Great Britain and Northern Ireland,Coventry,30,Good,0,Good,30,Good,1,Good,25,Good,41.7828,-72.3394
United States of America,Cranston,71,Moderate,1,Good,44,Good,5,Good,71,Moderate,41.7658,-71.4858
United States of America,Grand Terrace,79,Moderate,2,Good,9,Good,20,Good,79,Moderate,34.0312,-117.3132
Brazil,Guanambi,13,Good,0,Good,11,Good,0,Good,13,Good,-14.2228,-42.7808
Venezuela (Bolivarian Republic of),Guatire,51,Moderate,1,Good,19,Good,3,Good,51,Moderate,10.4717,-66.5406
United States of America,Franklin Lakes,52,Moderate,1,Good,44,Good,4,Good,52,Moderate,41.0086,-74.2083
United States of America,Fredonia,35,Good,1,Good,32,Good,4,Good,35,Good,5.9167,-75.6667
United States of America,Fredonia,35,Good,1,Good,32,Good,4,Good,35,Good,42.4407,-79.3319
Mexico,Frontera,106,Unhealthy for Sensitive Groups,3,Good,20,Good,4,Good,106,Unhealthy for Sensitive Groups,26.926,-101.449
Mexico,Frontera,106,Unhealthy for Sensitive Groups,3,Good,20,Good,4,Good,106,Unhealthy for Sensitive Groups,18.5336,-92.6469
Mexico,Frontera,106,Unhealthy for Sensitive Groups,3,Good,20,Good,4,Good,106,Unhealthy for Sensitive Groups,-31.4278,-62.0619
United States of America,Escanaba,32,Good,1,Good,32,Good,1,Good,29,Good,45.7477,-87.09
United States of America,Evans,70,Moderate,2,Good,8,Good,13,Good,70,Moderate,33.5619,-82.1351
United States of America,Evans,70,Moderate,2,Good,8,Good,13,Good,70,Moderate,40.366,-104.739
United States of America,Evans,70,Moderate,2,Good,8,Good,13,Good,70,Moderate,42.6528,-79.0063
United States of America,Evansville,63,Moderate,2,Good,28,Good,14,Good,63,Moderate,37.9881,-87.5341
United States of America,Fair Lawn,56,Moderate,1,Good,43,Good,5,Good,56,Moderate,40.9359,-74.1177
United States of America,Fairland,54,Moderate,1,Good,43,Good,5,Good,54,Moderate,39.0803,-76.9527
Guatemala,Flores Costa Cuca,100,Unhealthy for Sensitive Groups,3,Good,13,Good,11,Good,100,Unhealthy for Sensitive Groups,14.65,-91.8167
Colombia,El Copey,69,Moderate,2,Good,8,Good,4,Good,69,Moderate,10.15,-73.9667
Dominican Republic,La Romana,125,Unhealthy for Sensitive Groups,1,Good,18,Good,2,Good,125,Unhealthy for Sensitive Groups,18.43,-68.97
United States of America,Flagstaff,39,Good,1,Good,25,Good,2,Good,39,Good,35.1872,-111.6194
,Praia Grande,154,Unhealthy,4,Good,1,Good,21,Good,154,Unhealthy,-24.0061,-46.4028
Russian Federation,Progress,35,Good,1,Good,35,Good,0,Good,24,Good,40.2901,-76.8394
United States of America,Rancho Santa Margarita,68,Moderate,2,Good,13,Good,18,Good,68,Moderate,33.6318,-117.5988
Brazil,Raposos,111,Unhealthy for Sensitive Groups,3,Good,1,Good,9,Good,111,Unhealthy for Sensitive Groups,-19.9669,-43.8039
Portugal,Rio Tinto,28,Good,0,Good,28,Good,2,Good,21,Good,-6.8028,-35.0808
Colombia,Rionegro,71,Moderate,2,Good,7,Good,6,Good,71,Moderate,6.1535,-75.3743
United States of America,Rutland,54,Moderate,2,Good,9,Good,5,Good,54,Moderate,43.6092,-72.9783
United States of America,Rutland,54,Moderate,2,Good,9,Good,5,Good,54,Moderate,42.3848,-71.9673
Colombia,Salamina,65,Moderate,2,Good,6,Good,5,Good,65,Moderate,5.4083,-75.49
Brazil,Ortigueira,33,Good,1,Good,12,Good,1,Good,33,Good,-24.2078,-50.9489
United States of America,Ottumwa,51,Moderate,1,Good,36,Good,3,Good,51,Moderate,41.0195,-92.4186
Colombia,Pailitas,53,Moderate,1,Good,6,Good,1,Good,53,Moderate,8.9667,-73.6333
United States of America,Parkersburg,36,Good,2,Good,36,Good,3,Good,28,Good,39.2623,-81.542
United States of America,Pinole,56,Moderate,1,Good,13,Good,18,Good,56,Moderate,37.9931,-122.2833
United States of America,Pompano Beach,78,Moderate,2,Good,12,Good,12,Good,78,Moderate,26.2428,-80.1312
Honduras,Siguatepeque,71,Moderate,1,Good,5,Good,3,Good,71,Moderate,14.6,-87.8333
Brazil,Sobradinho,19,Good,1,Good,12,Good,1,Good,19,Good,-9.455,-40.8228
United States of America,North Charleston,53,Moderate,1,Good,31,Good,7,Good,53,Moderate,32.9067,-80.0722
Brazil,Soure,52,Moderate,1,Good,16,Good,0,Good,52,Moderate,-0.7169,-48.5228
United States of America,South Daytona,61,Moderate,1,Good,24,Good,8,Good,61,Moderate,29.1657,-81.0055
United States of America,South Euclid,45,Good,1,Good,45,Good,4,Good,34,Good,41.524,-81.5245
United States of America,Joppatowne,57,Moderate,1,Good,44,Good,4,Good,57,Moderate,39.4181,-76.3516
Guatemala,Jutiapa,82,Moderate,3,Good,5,Good,10,Good,82,Moderate,14.2917,-89.8958
Brazil,Itaperuna,57,Moderate,2,Good,0,Good,5,Good,57,Moderate,-21.205,-41.8878
Brazil,Ivoti,55,Moderate,1,Good,13,Good,4,Good,55,Moderate,-29.5908,-51.1608
Ecuador,Ibarra,30,Good,1,Good,8,Good,2,Good,30,Good,0.3627,-78.1307
Brazil,Iguaba Grande,61,Moderate,2,Good,33,Good,3,Good,61,Moderate,-22.8389,-42.2289
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,32.2942,-64.7839
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,43.2567,-79.8692
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,40.2046,-74.6765
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,39.3939,-84.5653
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,39.9432,-77.7327
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,40.9334,-75.2844
United States of America,Hays,62,Moderate,1,Good,37,Good,1,Good,62,Moderate,38.8821,-99.3221
United States of America,Hercules,47,Good,1,Good,25,Good,8,Good,47,Good,38.0064,-122.2564
Nicaragua,La Paz Centro,39,Good,1,Good,16,Good,3,Good,39,Good,12.3397,-86.6758
Spain,La Rinconada,28,Good,1,Good,28,Good,2,Good,24,Good,-14.6325,-69.4458
United States of America,Lake Zurich,61,Moderate,2,Good,22,Good,20,Good,61,Moderate,42.1956,-88.087
,Long Beach,51,Moderate,1,Good,25,Good,12,Good,51,Moderate,33.7977,-118.167
,Long Beach,51,Moderate,1,Good,25,Good,12,Good,51,Moderate,40.5887,-73.666
,Long Beach,51,Moderate,1,Good,25,Good,12,Good,51,Moderate,30.3608,-89.1651
Brazil,Mairi,22,Good,0,Good,13,Good,0,Good,22,Good,-11.7108,-40.1489
Mexico,Mexicali,37,Good,1,Good,21,Good,7,Good,37,Good,32.6633,-115.4678
United States of America,Miami Lakes,153,Unhealthy,4,Good,4,Good,20,Good,153,Unhealthy,25.9125,-80.3214
United States of America,Minden,63,Moderate,1,Good,20,Good,3,Good,63,Moderate,32.6187,-93.2762
Brazil,Mirassol,39,Good,1,Good,10,Good,2,Good,39,Good,-20.8189,-49.5208
United States of America,Mounds View,53,Moderate,1,Good,33,Good,9,Good,53,Moderate,45.1071,-93.2076
Colombia,Neira,73,Moderate,2,Good,4,Good,6,Good,73,Moderate,5.1664,-75.5189
Cuba,Niquero,53,Moderate,1,Good,25,Good,0,Good,53,Moderate,20.0472,-77.5781
Mexico,Macuspana,165,Unhealthy,5,Good,6,Good,10,Good,165,Unhealthy,17.7667,-92.6
United States of America,Marquette,34,Good,1,Good,34,Good,2,Good,29,Good,46.544,-87.4082
United States of America,Mehlville,85,Moderate,2,Good,10,Good,19,Good,85,Moderate,38.5018,-90.3149
United States of America,Melville,65,Moderate,2,Good,14,Good,23,Good,65,Moderate,40.7824,-73.4088
